production_id,branch_id,branch_name,production_type,good_used,quantity_used (tons),carbon_emission (tons CO2),water_usage (liters),waste_generated (tons)
886,1006,Zuniga-Cortez,Textile,Wheat,1880.28,2496.31,6848404.05,606.09
887,1008,Martin-Miller,Automobile Parts,Plastic,1230.05,3206.31,5547617.21,588.69
888,1010,Johnson Ltd,Food Processing,Plastic,1489.97,1503.8,4640890.89,531.09
889,1003,"Burch, Warren and Crawford",Furniture,Aluminum,3772.23,8077.1,15824610.14,1645.83
890,1002,"Clark, Ryan and Cox",Food Processing,Glass,4236.13,5428.05,35927593.16,2047.34
891,1003,Hurley PLC,Pharmaceuticals,Timber,2264.21,6467.9,15553182.42,1053.54
892,1007,"Bailey, Taylor and Jackson",Automobile Parts,Steel,4042.37,6616.89,9093924.52,879.77
893,1001,"Burns, Warner and Terry",Automobile Parts,Wheat,2374.18,4082.92,12849282.19,507.13
894,1000,"Aguilar, Payne and Jones",Furniture,Cotton,201.74,113.93,1223988.81,83.75
895,1009,Dennis LLC,Textile,Aluminum,314.75,742.79,509296.18,139.53
896,1010,"Farrell, Johnson and Campbell",Pharmaceuticals,Cotton,3075.09,2652.43,21183559.96,508.74
897,1003,Brown-Green,Furniture,Plastic,2726.41,1380.65,13419433.15,565.09
898,1005,Gillespie Inc,Electronics,Glass,3175.23,5357.33,6333155.61,722.25
899,1004,"Murphy, Pena and Dunn",Electronics,Wheat,99.75,208.32,323297.2,46.41
900,1010,Dixon and Sons,Chemicals,Petroleum Products,1900.7,2144.68,18406402.92,451.73
901,1004,"Martinez, Edwards and Campbell",Chemicals,Cotton,352.14,845.62,1165172.72,162.11
902,1005,Daniels Group,Furniture,Cotton,4861.6,7478.71,44603549.11,2089.61
903,1008,Moreno-Johnson,Textile,Cotton,4008.13,5328.72,17589819.5,859.55
904,1001,"Porter, Williams and Jones",Pharmaceuticals,Plastic,2783.35,1840.44,22304586.39,1081.87
905,1001,Gordon Ltd,Chemicals,Petroleum Products,2520.32,6745.18,17058239.34,718.0
906,1006,Mills-Kelley,Electronics,Cotton,3449.57,9766.3,18254196.02,1230.46
907,1000,Skinner Group,Electronics,Aluminum,4027.21,9924.1,5849099.75,1905.87
908,1004,"Frank, Howard and Rodriguez",Pharmaceuticals,Wheat,1089.17,2905.15,3355892.24,501.67
909,1006,Crawford Group,Food Processing,Cotton,4050.95,10686.74,11256091.35,1057.36
910,1002,Anderson-Aguilar,Electronics,Aluminum,4178.47,6159.78,30898867.06,528.41
911,1009,Wyatt Inc,Chemicals,Wheat,4077.96,8339.94,39012627.27,1554.15
912,1000,"Jones, Griffin and Cortez",Chemicals,Timber,2559.63,2022.1,17889877.74,864.95
913,1007,Moore Inc,Automobile Parts,Wheat,3890.5,7773.77,32276097.97,1555.64
914,1002,"Graves, Estes and Dickson",Textile,Steel,3817.71,3691.22,19522162.38,1467.67
915,1010,"Davila, Wright and Cortez",Electronics,Petroleum Products,4283.99,9436.25,19639435.28,1694.41
916,1008,Russell Ltd,Electronics,Timber,2749.87,2230.68,25297128.25,728.91
917,1002,Turner-Vargas,Furniture,Steel,1261.46,1494.41,6880757.47,331.04
918,1010,Munoz-Lawrence,Food Processing,Timber,320.44,701.17,1241215.89,58.64
919,1006,"Conner, Rogers and Willis",Chemicals,Steel,3233.21,2339.49,20084637.95,642.52
920,1006,"Price, Rivas and Smith",Furniture,Petroleum Products,3562.84,4323.43,31435903.35,1648.07
921,1005,Paul-Dean,Pharmaceuticals,Plastic,2534.08,3420.71,3883312.75,327.43
922,1009,"Smith, Gonzales and Griffith",Furniture,Cotton,3480.91,10105.54,15161036.66,1501.42
923,1010,Ho-Cortez,Electronics,Petroleum Products,3789.85,4268.16,6506868.96,849.51
924,1005,Smith Inc,Textile,Steel,4964.67,4808.55,7225645.19,1814.77
925,1008,"Stevenson, Mcpherson and Roberts",Electronics,Glass,2601.25,7376.98,23845702.72,1291.13
926,1001,Phillips-Farley,Chemicals,Glass,4233.01,12555.16,14473833.98,2050.71
927,1007,"Webb, Wright and Lowery",Pharmaceuticals,Aluminum,1692.06,1880.27,4105964.74,381.64
928,1009,"Phillips, Lowe and Hess",Automobile Parts,Glass,3861.02,2151.38,23846532.43,1673.62
929,1001,Sparks-Hutchinson,Electronics,Plastic,3420.58,4769.18,19222000.15,1399.57
930,1008,Rogers Group,Electronics,Cotton,372.34,442.97,1316049.26,168.4
931,1005,"Carlson, Roberts and Williams",Food Processing,Timber,4906.85,7211.88,34258436.87,1208.94
932,1005,Mcmahon-Curry,Textile,Aluminum,1267.21,1756.5,8698089.99,460.11
933,1002,Rivera-Roberts,Automobile Parts,Plastic,1229.61,3156.43,5390280.43,363.68
934,1006,Horton-Bond,Automobile Parts,Steel,4768.04,12077.21,34083055.34,970.18
935,1001,Reilly Ltd,Furniture,Plastic,4544.0,8137.35,16091794.8,1046.42
936,1009,Young-Scott,Food Processing,Plastic,3272.0,6992.27,10735634.73,1378.68
937,1002,Tucker Ltd,Electronics,Aluminum,923.01,2258.09,7415970.3,382.69
938,1007,"Foley, Chapman and Mcguire",Chemicals,Steel,4394.64,8606.56,17574580.78,589.75
939,1010,Martinez and Sons,Electronics,Plastic,3951.41,4071.41,14015493.04,1814.89
940,1000,Liu-Francis,Food Processing,Steel,63.21,94.13,508008.25,31.11
941,1007,"Williams, Hurley and Cameron",Textile,Plastic,862.74,1196.14,7685120.07,168.3
942,1001,"Malone, Camacho and Banks",Electronics,Steel,4301.79,11162.43,14807044.51,839.95
943,1007,Dunn and Sons,Food Processing,Steel,3819.83,3566.88,25661206.45,1347.15
944,1002,Johnson Group,Electronics,Wheat,3342.37,3230.52,4182168.06,1029.02
945,1000,Adams-Jones,Textile,Cotton,3091.64,1613.22,16559792.01,713.29
946,1001,Johnson-Peterson,Food Processing,Petroleum Products,4957.43,9064.35,47736487.1,1787.55
947,1001,Wade PLC,Electronics,Steel,4236.42,3465.7,7829120.51,707.77
948,1002,"Smith, Warner and Gomez",Food Processing,Aluminum,128.29,135.81,1252396.49,25.7
949,1004,"Singh, Pham and Thornton",Pharmaceuticals,Timber,4118.02,6354.29,18105476.26,600.82
950,1001,"Henderson, Avila and Curry",Chemicals,Petroleum Products,593.3,1391.44,1984915.48,167.35
951,1006,Brown-Jones,Automobile Parts,Aluminum,1921.05,4607.56,2244489.85,731.18
952,1002,Ware-Fuller,Textile,Steel,2985.29,6631.69,13965976.71,887.23
953,1009,Gilbert-Wilcox,Food Processing,Cotton,4652.37,8290.0,19420036.87,1484.93
954,1006,Holt LLC,Automobile Parts,Aluminum,4176.79,8468.43,37798276.12,891.52
955,1004,"Campbell, Walker and Mathews",Chemicals,Aluminum,4110.44,4308.57,35386550.33,1624.18
956,1000,Johnson PLC,Electronics,Glass,2313.9,2524.87,4680613.75,1124.99
957,1008,"Hanson, Proctor and Miller",Electronics,Glass,1316.62,1008.05,3623276.19,651.35
958,1010,"Rowe, Martinez and Thornton",Textile,Glass,980.77,1898.74,3530882.49,451.72
959,1002,"Steele, Johnson and Warren",Textile,Aluminum,4461.32,5387.98,25590844.02,1195.33
960,1008,"Collins, Martinez and King",Furniture,Glass,765.45,2273.82,5466166.98,175.66
961,1003,Adams-Smith,Chemicals,Wheat,4482.46,9445.94,22101607.83,1898.86
962,1000,"Garcia, Montgomery and Robinson",Chemicals,Cotton,4568.75,11023.43,21082307.96,652.63
963,1003,"Dennis, Garcia and Allen",Automobile Parts,Glass,4145.13,8414.55,20904596.59,1050.15
964,1003,"Brown, Smith and Perez",Electronics,Wheat,2052.74,2950.04,18867424.88,353.76
965,1004,Lopez-Wilson,Pharmaceuticals,Steel,3448.14,9209.83,15054993.27,1122.0
966,1004,Beck-House,Food Processing,Timber,478.38,245.01,2681724.89,137.32
967,1008,Gibson Inc,Chemicals,Wheat,3263.26,4891.04,22611750.48,1120.11
968,1008,Kidd and Sons,Electronics,Plastic,721.09,1744.21,2147974.46,318.92
969,1007,Trujillo PLC,Pharmaceuticals,Plastic,3764.29,9291.62,21114821.25,1593.26
970,1006,"Wiggins, Anderson and Savage",Textile,Steel,794.64,640.59,7174008.85,155.87
971,1008,Arnold-Green,Textile,Plastic,860.63,1150.09,926516.07,141.41
972,1007,"Parrish, Marshall and Gamble",Textile,Wheat,1386.25,3440.7,7999528.06,498.96
973,1003,Roberts Group,Automobile Parts,Plastic,3643.79,7901.02,29474583.14,625.72
974,1006,Hamilton Group,Automobile Parts,Timber,1902.57,4769.83,10633248.41,714.46
975,1004,Bell Group,Textile,Petroleum Products,2533.03,1571.05,23490711.87,655.61
976,1007,White-Martinez,Electronics,Aluminum,1941.45,3170.54,16255647.55,899.81
977,1010,Garcia LLC,Chemicals,Plastic,3815.74,9329.83,15785853.11,786.97
978,1006,Torres and Sons,Textile,Cotton,873.14,2520.51,1647010.7,182.39
979,1004,Cisneros LLC,Food Processing,Steel,2501.54,1333.87,20375997.67,905.46
980,1001,Brown-Thompson,Food Processing,Glass,1316.5,3896.14,12402864.41,138.07
981,1003,Smith Group,Electronics,Aluminum,1177.06,3281.51,6875135.66,180.12
982,1008,"Quinn, Rush and Hill",Pharmaceuticals,Glass,3681.84,8343.76,12741480.51,1726.3
983,1003,Estrada-Jackson,Pharmaceuticals,Steel,3463.81,4920.44,28698709.02,836.99
984,1005,"Salazar, Sullivan and Ramos",Pharmaceuticals,Glass,2321.38,2123.95,7196644.95,973.6
985,1005,Carney-Higgins,Pharmaceuticals,Aluminum,3735.36,6746.8,16493573.7,613.13
986,1000,"Humphrey, Castillo and Kent",Chemicals,Petroleum Products,1086.74,1291.25,8840549.91,265.62
987,1002,Powers-Taylor,Furniture,Steel,3836.61,8525.16,6360043.4,729.96
988,1002,"Watson, Murphy and Nelson",Furniture,Petroleum Products,2352.22,5816.71,11363423.3,750.59
989,1008,"Farrell, Robertson and Pena",Textile,Timber,859.76,1903.56,2313875.58,396.11
990,1008,Ward-Rodriguez,Pharmaceuticals,Glass,4254.66,6428.25,33963860.51,1218.23
991,1002,Walker-Anderson,Pharmaceuticals,Cotton,1130.38,1320.61,2275426.19,524.8
992,1003,"Hawkins, Dixon and Russell",Automobile Parts,Plastic,2293.96,6444.47,13564581.0,401.97
993,1001,"Alvarado, Spencer and Stone",Textile,Petroleum Products,2239.9,3390.9,17177831.24,1080.86
994,1009,York Ltd,Chemicals,Timber,3515.96,10109.87,25643416.37,512.24
995,1005,"Martin, Brooks and Lyons",Chemicals,Petroleum Products,4020.92,9239.4,22100256.99,880.88
996,1009,"Yoder, Park and Bennett",Chemicals,Wheat,3146.17,7793.14,28965841.85,618.12
997,1004,Lewis-Henderson,Food Processing,Wheat,2489.42,5364.29,8563373.14,850.87
998,1009,"Simpson, Atkins and Cantrell",Chemicals,Petroleum Products,4618.28,9404.94,17171285.99,1570.9
999,1004,Moore and Sons,Electronics,Petroleum Products,3015.4,8159.7,16174499.65,1361.48
1000,1010,"Lamb, Rodriguez and Henry",Pharmaceuticals,Timber,2667.9,5334.01,4287802.94,1200.08
1001,1003,Bell-Evans,Automobile Parts,Cotton,3793.53,9182.75,27108013.74,1682.44
1002,1006,Roberts Group,Pharmaceuticals,Cotton,4293.77,8356.04,22349690.72,1786.47
1003,1006,Leon LLC,Food Processing,Wheat,516.68,1032.89,5128103.55,200.36
1004,1002,Obrien LLC,Food Processing,Timber,4175.79,5146.84,7041101.43,1114.65
1005,1006,Mcfarland-Bell,Chemicals,Petroleum Products,1817.13,2703.06,17675626.79,628.15
1006,1003,Cole-Williams,Automobile Parts,Steel,428.34,389.03,3660896.5,208.07
1007,1000,Rivera-Owens,Food Processing,Wheat,1216.63,3546.4,11565725.53,268.84
1008,1007,"Johnson, Roth and Fisher",Food Processing,Cotton,865.43,1251.13,5815172.3,89.68
1009,1008,Alexander Ltd,Furniture,Steel,3012.92,4089.74,22786941.02,1416.55
1010,1003,Graham PLC,Furniture,Timber,2812.01,2121.22,25933199.51,630.16
1011,1009,Rojas-Frederick,Pharmaceuticals,Cotton,1099.46,773.37,6958536.22,113.85
1012,1007,Jones PLC,Furniture,Steel,4168.07,3877.64,5069848.65,1059.72
1013,1003,Johnson-Henry,Furniture,Timber,4838.21,4940.85,33120147.6,1224.15
1014,1007,King and Sons,Automobile Parts,Cotton,2757.62,1801.56,11580858.71,668.3
1015,1008,Ramos-Fields,Automobile Parts,Cotton,2714.88,6859.78,24115831.15,952.31
1016,1004,"Patton, Stone and Logan",Electronics,Timber,3435.83,2579.35,7796520.47,1206.58
1017,1008,Norton Ltd,Electronics,Aluminum,2275.95,2068.39,5913434.07,884.77
1018,1000,"Rodriguez, Sims and Wells",Furniture,Glass,4580.66,2773.68,22203554.6,1367.06
1019,1000,Mendez-Jefferson,Automobile Parts,Plastic,4277.09,8474.72,33308904.22,715.21
1020,1003,"Johnson, Ward and Blackwell",Electronics,Steel,3170.15,5779.22,29599283.53,1275.52
1021,1004,Robinson-Thompson,Food Processing,Timber,3540.38,4507.61,21173013.66,1363.95
1022,1006,Horne-Buchanan,Electronics,Petroleum Products,4439.36,11773.45,16275786.43,923.57
1023,1009,Stephens Group,Automobile Parts,Cotton,4414.23,10178.93,12089082.1,1384.08
1024,1005,"Sherman, Davis and Washington",Food Processing,Glass,636.9,786.25,4412047.29,251.3
1025,1009,Manning Group,Pharmaceuticals,Wheat,3008.31,2966.89,4807940.1,905.29
1026,1008,Scott PLC,Food Processing,Petroleum Products,4520.39,12024.54,5243513.64,2134.64
1027,1009,Mata PLC,Food Processing,Petroleum Products,3464.83,9263.4,29093911.87,1401.45
1028,1006,Mcdonald-Roberts,Textile,Steel,1325.68,3439.21,11059770.68,177.93
1029,1007,"Huynh, Goodman and Brown",Pharmaceuticals,Aluminum,2566.56,4564.86,21642589.45,354.16
1030,1003,Hart-Tucker,Furniture,Steel,4389.63,8513.2,42390435.34,1509.36
1031,1004,Weaver LLC,Furniture,Cotton,3370.64,3946.56,15953445.23,1059.42
1032,1006,Lee-Hodges,Automobile Parts,Aluminum,952.71,1441.81,5808228.55,103.84
1033,1002,Roberson-Manning,Chemicals,Wheat,2435.19,4121.27,18318890.96,738.99
1034,1009,"Bailey, Ross and May",Furniture,Wheat,2842.17,2940.72,4252370.5,542.59
1035,1004,Holden-Ramirez,Chemicals,Glass,1207.5,1481.23,7472286.99,451.13
1036,1002,"Escobar, Knox and Elliott",Chemicals,Cotton,1773.84,2020.17,11030706.18,482.0
1037,1004,Ortiz Inc,Automobile Parts,Plastic,147.81,76.84,226611.65,36.11
1038,1002,Wilson PLC,Textile,Glass,4004.2,9922.68,28015459.26,443.96
1039,1003,Lee-Hall,Textile,Plastic,3759.25,2446.4,23581483.31,799.22
1040,1010,Rasmussen and Sons,Furniture,Steel,1395.6,3383.18,5883863.7,191.3
1041,1005,"Soto, Kelly and Kelley",Furniture,Timber,2585.41,7220.93,25603776.02,703.11
1042,1005,Jackson-Petersen,Furniture,Timber,1041.33,856.33,4059632.22,387.77
1043,1005,Sosa-Collins,Textile,Cotton,3849.76,3399.59,35364110.48,1896.67
1044,1004,"Walker, Boyd and Kane",Automobile Parts,Wheat,2413.54,4499.48,16826077.49,346.28
1045,1009,Richardson-Palmer,Chemicals,Aluminum,857.77,1139.68,3416398.73,412.13
1046,1006,Dominguez Group,Automobile Parts,Petroleum Products,865.77,782.28,5850194.54,326.88
1047,1000,Miller LLC,Furniture,Plastic,1125.91,2299.25,8319763.11,117.83
1048,1008,Jones-Armstrong,Food Processing,Steel,3941.47,3923.32,6827951.56,1455.86
1049,1010,Castillo-Schneider,Furniture,Plastic,80.23,103.09,346591.19,9.66
1050,1006,"Owen, Williams and Patrick",Textile,Aluminum,2020.84,3430.95,17899900.46,952.05
1051,1004,"Murillo, Anderson and Nelson",Electronics,Wheat,4536.33,6565.87,10677304.43,1792.4
1052,1003,"Cochran, Benitez and Torres",Textile,Steel,4082.31,10499.34,22097267.72,1520.08
1053,1007,Butler-Keller,Electronics,Aluminum,4573.71,6311.35,14862593.81,1835.61
1054,1007,Brooks-Guzman,Chemicals,Plastic,190.84,356.87,610265.62,60.69
1055,1002,Houston Inc,Automobile Parts,Wheat,2762.78,7237.25,3598099.01,1361.71
1056,1007,Douglas Ltd,Chemicals,Timber,652.14,502.54,5255983.09,115.7
1057,1009,"Cook, Williams and Morris",Furniture,Cotton,2025.32,3134.81,3361817.46,889.95
1058,1010,"Johnson, Archer and Johnson",Furniture,Timber,1992.54,4988.01,4743295.24,737.08
1059,1005,Harris-Smith,Electronics,Plastic,1954.69,2589.18,9658596.66,241.79
1060,1009,Wilcox-Obrien,Chemicals,Wheat,4093.65,12011.43,4247052.75,1694.69
1061,1009,Graves-Hamilton,Pharmaceuticals,Petroleum Products,2624.48,1467.03,7358848.54,724.44
1062,1005,Thompson and Sons,Textile,Steel,1110.82,2460.23,5128560.77,234.82
1063,1006,"Sanders, Smith and Adams",Food Processing,Glass,1617.25,1484.34,2331891.39,559.07
1064,1000,"Morales, Lee and Moody",Electronics,Plastic,4921.98,3592.6,34046181.29,499.2
1065,1007,"Davis, Hernandez and Snyder",Electronics,Steel,4345.83,7248.51,32413093.14,1265.25
1066,1005,"Keith, Warren and Lopez",Textile,Wheat,3102.92,4958.33,17437799.12,1380.59
1067,1000,Turner-Tran,Chemicals,Steel,656.36,1556.0,756653.61,98.8
1068,1004,Golden PLC,Automobile Parts,Steel,1628.46,4527.04,6547828.26,208.68
1069,1009,"Price, Ayers and Palmer",Electronics,Glass,545.91,1526.78,2922973.56,69.41
1070,1010,Moore-Ortiz,Furniture,Steel,1361.81,3156.18,9672269.19,357.69
1071,1007,Arnold Group,Food Processing,Petroleum Products,2796.48,7090.32,25912018.13,293.32
1072,1010,Griffin Inc,Textile,Cotton,1079.79,1773.61,5744154.89,128.54
1073,1009,Carroll-Espinoza,Electronics,Wheat,3611.42,8200.96,30399184.36,621.19
1074,1007,Jones LLC,Textile,Steel,2951.72,6575.16,17628510.47,1005.92
1075,1010,Castillo Group,Furniture,Plastic,2816.56,7064.29,19356201.85,1111.69
1076,1003,Bennett and Sons,Food Processing,Plastic,1893.23,1393.37,7376887.15,735.65
1077,1001,"King, Brown and Vazquez",Food Processing,Cotton,4815.37,4350.46,11776242.6,567.79
1078,1009,Mullins-Randolph,Food Processing,Cotton,1119.34,2338.89,8121639.05,386.49
1079,1006,Wright and Sons,Chemicals,Wheat,1925.81,2081.56,12765506.41,287.16
1080,1002,Allen Ltd,Pharmaceuticals,Cotton,2784.77,8299.42,23698208.69,785.99
1081,1007,"Carrillo, Phillips and Watson",Furniture,Aluminum,1698.3,2288.01,1886969.57,226.98
1082,1008,Smith-Walters,Automobile Parts,Timber,4651.97,7638.32,10727519.21,856.65
1083,1005,Scott-Green,Chemicals,Wheat,200.95,361.44,1067738.88,38.79
1084,1008,"Rodriguez, Williams and Schneider",Electronics,Glass,992.08,518.89,3725590.93,394.2
1085,1003,Gibbs-Jimenez,Electronics,Aluminum,2459.95,1637.26,11635735.61,746.54
1086,1003,"Martinez, Smith and Hill",Furniture,Glass,2474.36,6653.4,8096808.74,536.17
1087,1001,"Johnson, Mccarthy and Glover",Automobile Parts,Glass,1639.58,4020.87,15001591.78,554.55
1088,1000,Mendez Group,Chemicals,Steel,1867.26,3089.11,10317969.82,659.48
1089,1003,Stewart Group,Food Processing,Wheat,743.33,2130.52,5977976.7,162.81
1090,1005,Steele Ltd,Furniture,Aluminum,1453.42,1347.71,14024453.16,615.0
1091,1004,Carroll-Garcia,Furniture,Cotton,3104.56,3754.26,29457508.57,756.35
1092,1001,"Warren, Mcmillan and Miller",Pharmaceuticals,Cotton,2147.28,5312.19,15204939.3,669.43
1093,1008,"Swanson, Johnson and Paul",Electronics,Timber,1760.0,1564.03,5523201.55,201.36
1094,1003,Hicks Inc,Electronics,Wheat,1656.68,1872.61,12616053.94,397.08
1095,1006,"Glover, Berry and Walter",Textile,Plastic,769.99,1229.49,3478088.7,342.36
1096,1006,Romero-Santos,Food Processing,Cotton,2177.8,5050.75,17864000.53,1069.03
1097,1005,Solomon-Daniels,Pharmaceuticals,Plastic,2726.9,1599.9,6359812.12,773.8
1098,1007,Huber Group,Automobile Parts,Aluminum,4027.59,8359.8,21005096.97,648.42
1099,1005,"Summers, Jones and Perez",Furniture,Cotton,4496.76,12626.83,28206607.88,1826.13
1100,1002,Torres and Sons,Automobile Parts,Aluminum,700.71,434.47,5605469.19,146.16
1101,1004,Smith-Acosta,Furniture,Glass,4897.76,5032.56,48286402.31,1650.31
1102,1004,Brown-Beasley,Electronics,Plastic,4808.16,9087.3,43024240.07,2376.33
1103,1003,Flynn Inc,Furniture,Timber,4122.6,11477.62,14734334.78,1686.9
1104,1006,Williams LLC,Furniture,Plastic,1551.36,2544.41,4924290.96,659.56
1105,1010,"Cook, Brown and Bell",Automobile Parts,Aluminum,3928.22,7240.52,39171097.53,1447.28
1106,1005,Cole-Dalton,Furniture,Glass,488.31,441.16,1649364.37,54.25
1107,1010,Marks-Thomas,Food Processing,Aluminum,1912.08,5634.92,3884224.1,330.47
1108,1009,Rivera and Sons,Electronics,Cotton,4541.38,11579.69,32471539.73,1151.66
1109,1001,"Brewer, Alvarado and Smith",Pharmaceuticals,Steel,3422.09,9464.92,9701816.06,1384.44
1110,1001,"Turner, Montoya and Barnett",Chemicals,Wheat,2766.68,4986.84,15603418.45,728.89
1111,1009,"Gilmore, Smith and Vega",Electronics,Glass,4055.52,8400.83,35538484.29,866.2
1112,1004,"Franco, Davila and Klein",Furniture,Timber,3550.89,3644.03,13194920.98,913.0
1113,1002,Huff Ltd,Textile,Steel,4732.26,11125.92,32977300.05,1234.24
1114,1001,Contreras Ltd,Pharmaceuticals,Plastic,1620.85,2190.86,10723707.78,224.42
1115,1009,"Garza, Black and Hawkins",Pharmaceuticals,Wheat,4629.58,6295.03,44829919.45,2281.58
1116,1006,Robinson-Green,Automobile Parts,Timber,1235.96,1106.43,1995282.88,356.77
1117,1008,"Wells, Boone and Kemp",Automobile Parts,Timber,3137.84,1877.34,15872192.13,724.49
1118,1007,Garcia and Sons,Furniture,Wheat,3636.72,8732.07,5781725.66,559.53
1119,1006,Campbell-Ramirez,Textile,Plastic,3178.0,8175.18,4819718.61,1544.34
1120,1009,Reilly-Walsh,Furniture,Wheat,4742.5,6015.47,41019212.86,1551.05
1121,1002,Gibson PLC,Furniture,Wheat,449.67,591.19,3407169.38,174.96
1122,1004,Esparza-Jones,Chemicals,Plastic,2604.12,4061.96,9274518.85,992.67
1123,1007,Lee-White,Food Processing,Timber,4191.25,10076.54,9456290.97,684.05
1124,1006,"Foley, Gonzalez and Shaffer",Electronics,Cotton,909.52,2404.81,4783641.45,184.07
1125,1008,"Smith, Johnson and Martinez",Electronics,Cotton,635.61,700.09,3118569.63,100.04
1126,1001,Jones-Gonzalez,Pharmaceuticals,Steel,830.54,2319.74,5003305.76,222.44
1127,1005,"Gates, Tate and Davenport",Automobile Parts,Wheat,1805.42,4423.62,3097658.17,218.22
1128,1002,Harrison LLC,Pharmaceuticals,Glass,2944.42,4443.61,4575007.08,641.65
1129,1010,Vazquez LLC,Textile,Wheat,2755.2,6022.47,19545046.68,565.9
1130,1009,Hawkins-Williams,Chemicals,Wheat,2050.45,1464.74,20281473.61,798.21
1131,1006,Pineda LLC,Electronics,Glass,4453.21,6670.87,19286608.01,1422.95
1132,1010,"Page, Aguirre and White",Textile,Cotton,2325.38,1170.32,10885856.73,425.89
1133,1010,Fleming-Calderon,Automobile Parts,Aluminum,3291.86,7634.68,26949742.13,672.91
1134,1000,Newton-Johnson,Food Processing,Plastic,2231.37,4665.05,13559401.58,534.1
1135,1009,Mitchell-Gray,Pharmaceuticals,Aluminum,2545.14,4730.74,18134921.83,350.74
1136,1001,Ruiz and Sons,Automobile Parts,Aluminum,4652.05,11782.52,31211821.63,1418.97
1137,1010,Terrell-Page,Furniture,Aluminum,4069.83,5870.51,19184312.21,755.29
1138,1009,Nunez Inc,Chemicals,Cotton,2137.6,4032.28,9475202.04,527.07
1139,1006,Smith and Sons,Pharmaceuticals,Glass,716.59,1335.59,6894519.01,334.04
1140,1001,Butler LLC,Automobile Parts,Steel,3221.16,4994.62,30784478.96,1590.86
1141,1003,Baldwin Inc,Food Processing,Petroleum Products,202.42,228.43,1675338.53,83.33
1142,1005,"Cervantes, Bryant and Donaldson",Furniture,Glass,3791.04,5269.85,23019096.5,1023.83
1143,1008,Phillips-Jackson,Automobile Parts,Aluminum,1212.97,2569.4,2732495.35,161.44
1144,1008,Smith LLC,Chemicals,Timber,3692.54,6829.73,8265727.53,1531.59
1145,1000,"Massey, Morgan and Gonzales",Chemicals,Glass,3069.09,3636.99,10920448.5,1288.2
1146,1010,"House, Ellison and Johnston",Chemicals,Steel,4618.58,12608.57,25317785.33,2039.63
1147,1001,Avila LLC,Automobile Parts,Wheat,864.22,2405.14,5232796.1,273.28
1148,1005,Brown LLC,Chemicals,Aluminum,2725.83,7275.77,8362848.6,1079.93
1149,1010,"Brown, Johnson and Richardson",Pharmaceuticals,Petroleum Products,1371.12,2384.3,3832463.07,425.4
1150,1000,"Collins, Lang and Collins",Furniture,Aluminum,2282.97,5860.13,13152016.85,468.36
1151,1007,"Frazier, Lynch and Davis",Electronics,Plastic,3667.96,2409.76,22655720.35,945.45
1152,1006,Jacobs-Leon,Chemicals,Plastic,913.26,2330.45,4617020.01,313.74
1153,1003,Miller Inc,Food Processing,Aluminum,4101.8,4011.5,37462088.73,1483.81
1154,1010,Harris-Holt,Food Processing,Plastic,561.62,481.94,2393801.1,226.65
1155,1000,"Parker, Dillon and Smith",Furniture,Petroleum Products,383.82,231.64,667464.17,100.3
1156,1000,Smith-Miller,Chemicals,Plastic,193.39,279.0,990738.62,38.68
1157,1009,Contreras and Sons,Electronics,Plastic,4784.99,3523.19,19876926.8,1157.12
1158,1010,Potter-Lopez,Automobile Parts,Wheat,3950.37,6079.41,12239169.6,582.78
1159,1001,"Miller, Vasquez and West",Food Processing,Steel,551.41,659.36,4345433.74,270.61
1160,1007,"Brady, Arnold and Johnson",Chemicals,Petroleum Products,4025.8,9076.41,31880061.09,1179.21
1161,1004,Blevins-Stewart,Furniture,Timber,3162.88,8886.36,31335614.78,379.16
1162,1001,"Diaz, Ross and Garcia",Textile,Petroleum Products,401.58,458.76,2538207.32,188.58
1163,1009,Mullins PLC,Chemicals,Wheat,1876.37,4372.25,15208870.77,593.2
1164,1010,Arias-Moss,Pharmaceuticals,Wheat,2017.43,5279.42,4239983.95,211.8
1165,1010,"Jones, Paul and Mcpherson",Pharmaceuticals,Glass,796.11,1591.76,3062923.71,151.7
1166,1000,Cook-Alvarado,Food Processing,Plastic,3567.16,6933.26,24545877.52,915.32
1167,1006,Reyes LLC,Electronics,Timber,642.41,1339.0,747325.23,277.16
1168,1008,Henry and Sons,Electronics,Cotton,553.25,1198.15,989707.0,72.68
1169,1009,Smith-Pace,Automobile Parts,Glass,3644.43,4299.46,13344162.25,1647.84
1170,1004,Ramirez Inc,Chemicals,Cotton,4809.49,5745.98,13135273.88,720.96
1171,1001,"Cruz, Carroll and Powell",Electronics,Cotton,3790.46,10450.65,23375364.95,534.69
1172,1009,Black Group,Chemicals,Plastic,1626.99,3811.29,3304512.47,675.4
1173,1008,Hernandez PLC,Food Processing,Plastic,1831.62,4638.64,15129881.79,388.24
1174,1005,"Cantu, Cunningham and Morales",Pharmaceuticals,Aluminum,3826.3,11291.3,17635534.9,623.58
1175,1003,Joseph Group,Food Processing,Aluminum,1964.35,5690.13,17544527.22,678.79
1176,1009,Jordan-Wood,Automobile Parts,Cotton,2614.09,6047.49,5672014.75,929.0
1177,1009,Hill PLC,Automobile Parts,Timber,995.42,2378.61,4974509.81,396.89
1178,1008,Lawson-Knapp,Pharmaceuticals,Glass,1407.55,2395.76,11704655.09,699.09
